연,월,일,요일,기상조건,평균기온(℃),최저기온(℃),최고기온(℃),강수량(mm)
2022,1,1,토,맑음,-4.3,-10.2,2.3,0.0
2022,1,2,일,약한눈비,-1.3,-5.2,3.0,0.3
2022,1,3,월,맑음,-1.9,-8.0,2.5,0.0
2022,1,4,화,맑음,-2.5,-5.6,1.0,0.0
2022,1,5,수,맑음,-2.8,-7.8,1.9,0.0
2022,1,6,목,맑음,-2.2,-5.9,3.3,0.0
2022,1,7,금,맑음,-1.6,-5.9,4.5,0.0
2022,1,8,토,맑음,0.3,-5.0,3.7,0.0
2022,1,9,일,맑음,1.3,-1.2,5.6,0.0
2022,1,10,월,약한눈비,0.5,-3.4,4.4,0.9
2022,1,11,화,약한눈비,-7.4,-10.3,0.3,0.2
2022,1,12,수,맑음,-7.7,-11.3,-3.4,0.0
2022,1,13,목,맑음,-6.4,-8.9,-3.1,0.0
2022,1,14,금,맑음,-4.8,-10.1,1.3,0.0
2022,1,15,토,맑음,-1.0,-5.3,1.8,0.0
2022,1,16,일,맑음,-2.0,-7.2,2.4,0.0
2022,1,17,월,약한눈비,-5.8,-9.2,0.1,0.5
2022,1,18,화,맑음,-5.6,-9.9,-0.7,0.0
2022,1,19,수,약한눈비,-5.3,-7.7,-2.7,1.7
2022,1,20,목,맑음,-5.0,-9.8,0.9,0.0
2022,1,21,금,맑음,-2.7,-8.7,4.6,0.0
2022,1,22,토,맑음,0.3,-5.0,7.1,0.0
2022,1,23,일,맑음,2.0,-0.6,6.7,0.0
2022,1,24,월,맑음,4.6,1.3,8.4,0.0
2022,1,25,화,약한눈비,2.8,1.9,4.5,0.7
2022,1,26,수,맑음,1.3,-1.9,6.8,0.0
2022,1,27,목,맑음,-1.1,-4.6,4.0,0.0
2022,1,28,금,맑음,-2.7,-5.9,2.1,0.0
2022,1,29,토,맑음,-3.6,-7.2,0.9,0.0
2022,1,30,일,맑음,-2.8,-8.0,2.4,0.0
2022,1,31,월,약한눈비,-0.7,-6.8,4.8,1.2
2022,2,1,화,약한눈비,-1.3,-2.7,0.9,1.7
2022,2,2,수,맑음,-3.4,-6.0,0.0,0.0
2022,2,3,목,맑음,-3.4,-6.9,0.4,0.0
2022,2,4,금,맑음,-5.2,-8.2,-0.7,0.0
2022,2,5,토,맑음,-6.6,-9.7,-2.0,0.0
2022,2,6,일,맑음,-3.9,-8.4,1.7,0.0
2022,2,7,월,맑음,-2.5,-7.3,1.9,0.0
2022,2,8,화,맑음,-0.1,-4.1,5.6,0.0
2022,2,9,수,맑음,1.0,-4.3,7.2,0.0
2022,2,10,목,맑음,1.4,-3.2,6.7,0.0
2022,2,11,금,맑음,2.9,-2.6,8.8,0.0
2022,2,12,토,맑음,4.8,-0.1,10.4,0.0
2022,2,13,일,맑음,4.8,1.6,9.5,0.0
2022,2,14,월,약한눈비,2.5,-1.3,8.1,1.7
2022,2,15,화,맑음,-4.7,-7.7,-1.3,0.0
2022,2,16,수,맑음,-7.3,-9.6,-4.1,0.0
2022,2,17,목,맑음,-6.2,-10.7,-0.5,0.0
2022,2,18,금,맑음,-1.2,-8.0,5.7,0.0
2022,2,19,토,약한눈비,-1.7,-6.2,3.7,0.1
2022,2,20,일,맑음,-4.8,-8.4,-0.5,0.0
2022,2,21,월,약한눈비,-3.0,-8.1,3.6,0.1
2022,2,22,화,맑음,-4.5,-8.0,0.5,0.0
2022,2,23,수,맑음,-5.6,-10.0,-0.6,0.0
2022,2,24,목,맑음,-2.4,-8.5,3.7,0.0
2022,2,25,금,맑음,3.0,-3.6,8.4,0.0
2022,2,26,토,약한눈비,5.4,1.0,9.3,1.1
2022,2,27,일,맑음,3.7,-1.6,9.1,0.0
2022,2,28,월,맑음,6.8,2.7,11.5,0.0
2022,3,1,화,약한눈비,5.8,0.3,9.7,2.3
2022,3,2,수,맑음,3.5,-2.3,8.8,0.0
2022,3,3,목,맑음,5.8,0.9,12.4,0.0
2022,3,4,금,맑음,6.9,0.6,14.6,0.0
2022,3,5,토,맑음,2.3,-0.7,6.7,0.0
2022,3,6,일,맑음,1.4,-3.0,6.8,0.0
2022,3,7,월,맑음,2.8,-2.7,8.7,0.0
2022,3,8,화,맑음,6.0,1.1,12.3,0.0
2022,3,9,수,맑음,7.1,1.7,14.8,0.0
2022,3,10,목,맑음,9.3,4.2,15.8,0.0
2022,3,11,금,맑음,11.2,5.1,18.4,0.0
2022,3,12,토,약한눈비,12.8,6.3,19.5,2.6
2022,3,13,일,약한눈비,11.7,10.7,12.6,42.1
2022,3,14,월,약한눈비,8.2,4.9,13.2,8.7
2022,3,15,화,맑음,7.2,2.3,13.3,0.0
2022,3,16,수,맑음,10.3,3.6,16.8,0.0
2022,3,17,목,약한눈비,10.7,7.8,15.1,1.2
2022,3,18,금,맑음,7.5,5.5,9.6,0.0
2022,3,19,토,약한눈비,3.4,0.9,6.1,14.6
2022,3,20,일,맑음,5.4,2.2,9.3,0.0
2022,3,21,월,맑음,5.0,-0.3,10.9,0.0
2022,3,22,화,맑음,7.1,1.1,13.6,0.0
2022,3,23,수,맑음,6.2,4.9,8.2,0.0
2022,3,24,목,맑음,8.2,3.9,12.4,0.0
2022,3,25,금,약한눈비,12.0,6.3,17.2,10.9
2022,3,26,토,약한눈비,11.8,9.5,14.7,19.8
2022,3,27,일,맑음,8.1,5.0,12.6,0.0
2022,3,28,월,맑음,8.2,1.5,15.1,0.0
2022,3,29,화,맑음,9.7,3.3,15.6,0.0
2022,3,30,수,약한눈비,10.8,5.9,15.7,0.4
2022,3,31,목,맑음,10.9,7.6,14.7,0.0
2022,4,1,금,맑음,9.2,4.5,14.9,0.0
2022,4,2,토,맑음,8.2,3.7,14.2,0.0
2022,4,3,일,맑음,9.6,3.5,17.0,0.0
2022,4,4,월,맑음,10.3,5.1,16.4,0.0
2022,4,5,화,맑음,10.3,4.9,15.8,0.0
2022,4,6,수,맑음,11.7,8.0,17.0,0.0
2022,4,7,목,맑음,10.9,7.4,15.7,0.0
2022,4,8,금,맑음,12.9,5.1,20.0,0.0
2022,4,9,토,약한눈비,17.8,12.4,24.2,0.5
2022,4,10,일,맑음,18.2,12.7,25.1,0.0
2022,4,11,월,맑음,19.6,13.4,26.6,0.0
2022,4,12,화,약한눈비,19.3,15.9,26.4,0.5
2022,4,13,수,약한눈비,13.1,12.0,15.9,1.3
2022,4,14,목,맑음,13.2,11.4,15.3,0.0
2022,4,15,금,맑음,13.3,7.5,19.3,0.0
2022,4,16,토,맑음,13.2,7.1,20.2,0.0
2022,4,17,일,맑음,14.0,7.2,21.9,0.0
2022,4,18,월,맑음,15.2,11.4,21.6,0.0
2022,4,19,화,맑음,15.2,8.9,22.1,0.0
2022,4,20,수,맑음,15.7,9.7,22.1,0.0
2022,4,21,목,맑음,16.3,9.6,22.7,0.0
2022,4,22,금,맑음,15.0,13.2,16.8,0.0
2022,4,23,토,맑음,17.7,10.4,25.3,0.0
2022,4,24,일,약한눈비,18.5,15.0,24.5,0.3
2022,4,25,월,약한눈비,20.0,17.0,23.6,1.3
2022,4,26,화,약한눈비,21.9,17.0,28.7,1.0
2022,4,27,수,맑음,17.7,12.6,23.9,0.0
2022,4,28,목,맑음,18.2,11.6,25.9,0.0
2022,4,29,금,약한눈비,13.4,10.7,16.5,15.5
2022,4,30,토,맑음,13.0,10.5,17.8,0.0
2022,5,1,일,맑음,13.4,7.9,19.2,0.0
2022,5,2,월,맑음,14.2,9.1,19.4,0.0
2022,5,3,화,맑음,14.8,9.1,20.8,0.0
2022,5,4,수,맑음,17.8,10.0,25.2,0.0
2022,5,5,목,맑음,18.9,12.5,25.8,0.0
2022,5,6,금,맑음,19.6,13.7,25.6,0.0
2022,5,7,토,약한눈비,18.4,15.3,23.1,0.5
2022,5,8,일,약한눈비,15.3,11.7,18.2,2.0
2022,5,9,월,맑음,17.9,11.0,25.3,0.0
2022,5,10,화,맑음,19.9,13.6,26.3,0.0
2022,5,11,수,맑음,19.7,16.6,25.2,0.0
2022,5,12,목,맑음,20.9,14.1,28.1,0.0
2022,5,13,금,맑음,19.4,15.0,25.2,0.0
2022,5,14,토,맑음,15.7,11.9,20.0,0.0
2022,5,15,일,맑음,16.2,10.5,22.4,0.0
2022,5,16,월,맑음,17.3,10.9,23.7,0.0
2022,5,17,화,맑음,20.0,13.0,27.4,0.0
2022,5,18,수,약한눈비,20.0,15.7,25.4,1.5
2022,5,19,목,맑음,19.9,16.1,24.2,0.0
2022,5,20,금,맑음,20.6,15.6,25.8,0.0
2022,5,21,토,맑음,20.1,16.1,26.0,0.0
2022,5,22,일,맑음,20.3,15.7,25.8,0.0
2022,5,23,월,맑음,23.0,17.8,30.7,0.0
2022,5,24,화,맑음,22.9,16.7,30.2,0.0
2022,5,25,수,약한눈비,21.0,16.7,26.7,3.5
2022,5,26,목,맑음,18.7,14.1,23.5,0.0
2022,5,27,금,맑음,20.0,16.0,25.6,0.0
2022,5,28,토,맑음,22.3,15.0,29.3,0.0
2022,5,29,일,맑음,23.1,19.3,29.7,0.0
2022,5,30,월,맑음,20.8,17.2,24.7,0.0
2022,5,31,화,맑음,20.7,14.2,27.2,0.0
2022,6,1,수,맑음,22.1,16.2,28.6,0.0
2022,6,2,목,맑음,21.5,17.1,26.9,0.0
2022,6,3,금,맑음,24.5,18.7,32.6,0.0
2022,6,4,토,맑음,25.6,20.3,29.7,0.0
2022,6,5,일,맑음,22.7,20.2,27.0,0.0
2022,6,6,월,약한눈비,19.7,16.7,24.5,4.3
2022,6,7,화,맑음,20.6,15.1,25.1,0.0
2022,6,8,수,맑음,21.2,16.2,25.8,0.0
2022,6,9,목,약한눈비,20.9,18.5,24.5,2.6
2022,6,10,금,약한눈비,20.9,17.2,26.6,1.2
2022,6,11,토,맑음,24.6,17.7,32.7,0.0
2022,6,12,일,맑음,24.6,18.9,31.5,0.0
2022,6,13,월,약한눈비,23.6,19.6,29.2,18.0
2022,6,14,화,맑음,21.5,17.7,27.1,0.0
2022,6,15,수,약한눈비,17.5,14.9,20.1,18.5
2022,6,16,목,약한눈비,20.3,17.6,24.8,0.7
2022,6,17,금,맑음,22.5,16.5,28.1,0.0
2022,6,18,토,맑음,23.3,22.0,25.1,0.0
2022,6,19,일,맑음,23.4,22.3,25.1,0.0
2022,6,20,월,맑음,25.2,22.0,29.0,0.0
2022,6,21,화,맑음,26.5,21.2,32.6,0.0
2022,6,22,수,맑음,25.9,21.9,31.0,0.0
2022,6,23,목,약한눈비,24.3,23.3,26.4,103.0
2022,6,24,금,약한눈비,22.6,20.6,24.9,19.1
2022,6,25,토,맑음,26.0,21.5,30.5,0.0
2022,6,26,일,맑음,26.5,24.8,28.1,0.0
2022,6,27,월,약한눈비,26.8,25.4,28.1,6.1
2022,6,28,화,약한눈비,26.9,25.7,27.9,6.3
2022,6,29,수,약한눈비,25.1,24.4,26.1,37.8
2022,6,30,목,강한눈비,22.3,21.2,24.5,176.2
2022,7,1,금,맑음,26.6,21.9,30.9,0.0
2022,7,2,토,폭염/한파,28.8,24.0,33.8,0.0
2022,7,3,일,폭염/한파,29.3,24.4,34.2,0.0
2022,7,4,월,맑음,29.3,26.4,32.6,0.0
2022,7,5,화,폭염/한파,29.2,26.7,33.1,0.0
2022,7,6,수,폭염/한파,29.5,26.2,33.3,16.1
2022,7,7,목,맑음,28.2,26.4,31.0,0.0
2022,7,8,금,약한눈비,25.8,24.0,27.9,1.7
2022,7,9,토,약한눈비,26.9,24.0,30.9,0.1
2022,7,10,일,폭염/한파,29.2,24.6,35.1,0.0
2022,7,11,월,약한눈비,27.0,24.7,30.6,9.0
2022,7,12,화,맑음,26.8,23.2,29.4,0.0
2022,7,13,수,강한눈비,25.0,24.0,27.1,114.5
2022,7,14,목,약한눈비,25.7,23.3,29.9,0.9
2022,7,15,금,맑음,26.0,23.0,30.3,0.0
2022,7,16,토,약한눈비,24.8,23.2,28.2,34.0
2022,7,17,일,맑음,25.5,22.5,29.7,0.0
2022,7,18,월,맑음,26.8,23.1,30.1,0.0
2022,7,19,화,맑음,27.4,24.3,31.1,0.0
2022,7,20,수,약한눈비,27.1,24.3,30.4,1.1
2022,7,21,목,약한눈비,23.2,20.8,25.2,10.4
2022,7,22,금,약한눈비,25.1,22.9,27.5,5.2
2022,7,23,토,약한눈비,24.8,22.3,28.0,9.9
2022,7,24,일,약한눈비,25.0,22.0,28.4,1.2
2022,7,25,월,맑음,27.5,23.6,32.0,0.0
2022,7,26,화,폭염/한파,28.9,24.4,33.1,0.0
2022,7,27,수,폭염/한파,29.3,26.4,33.4,0.0
2022,7,28,목,폭염/한파,29.7,25.1,34.4,0.0
2022,7,29,금,폭염/한파,30.7,27.3,34.3,0.0
2022,7,30,토,폭염/한파,30.9,27.3,36.1,1.0
2022,7,31,일,약한눈비,27.2,25.4,29.0,47.2
2022,8,1,월,약한눈비,28.6,25.4,32.4,30.0
2022,8,2,화,약한눈비,26.8,25.5,28.5,33.5
2022,8,3,수,약한눈비,27.1,25.2,30.0,51.1
2022,8,4,목,맑음,28.9,26.0,32.9,0.0
2022,8,5,금,맑음,29.4,27.0,32.7,0.0
2022,8,6,토,약한눈비,28.7,27.4,30.3,13.6
2022,8,7,일,약한눈비,28.9,27.2,31.7,0.9
2022,8,8,월,강한눈비,26.8,0.0,28.4,129.6
2022,8,9,화,강한눈비,25.1,22.0,26.5,123.1
2022,8,10,수,약한눈비,24.7,21.4,28.8,7.6
2022,8,11,목,약한눈비,25.0,23.4,27.5,38.8
2022,8,12,금,맑음,27.0,23.0,32.4,0.0
2022,8,13,토,약한눈비,25.8,24.7,27.5,4.0
2022,8,14,일,약한눈비,27.6,24.5,31.5,3.0
2022,8,15,월,약한눈비,28.1,26.6,29.8,0.9
2022,8,16,화,맑음,26.7,24.1,30.0,0.0
2022,8,17,수,맑음,26.0,22.8,30.5,0.0
2022,8,18,목,맑음,25.6,22.4,29.8,0.0
2022,8,19,금,약한눈비,26.0,23.3,27.5,66.1
2022,8,20,토,맑음,28.2,25.7,32.0,0.0
2022,8,21,일,맑음,28.1,24.7,32.0,0.0
2022,8,22,월,약한눈비,26.8,22.9,30.2,3.2
2022,8,23,화,약한눈비,25.4,22.4,30.2,2.2
2022,8,24,수,맑음,24.8,22.4,27.9,0.0
2022,8,25,목,약한눈비,22.2,21.1,24.0,1.6
2022,8,26,금,맑음,23.8,19.9,28.4,0.0
2022,8,27,토,약한눈비,21.5,17.6,25.5,17.6
2022,8,28,일,맑음,22.6,16.1,28.4,0.0
2022,8,29,월,약한눈비,21.0,19.5,22.5,2.2
2022,8,30,화,약한눈비,19.1,17.9,20.3,35.8
2022,8,31,수,맑음,21.7,19.6,24.9,0.0
2022,9,1,목,맑음,24.0,18.3,30.4,0.0
2022,9,2,금,맑음,24.7,20.3,29.8,0.0
2022,9,3,토,맑음,24.2,20.5,29.2,0.0
2022,9,4,일,약한눈비,22.3,19.8,24.0,33.8
2022,9,5,월,강한눈비,19.2,17.7,22.7,120.0
2022,9,6,화,약한눈비,21.0,17.0,26.3,25.3
2022,9,7,수,맑음,22.8,17.9,28.1,0.0
2022,9,8,목,맑음,23.2,16.7,29.5,0.0
2022,9,9,금,맑음,24.3,18.9,30.8,0.0
2022,9,10,토,맑음,23.6,19.0,28.4,0.0
2022,9,11,일,약한눈비,23.3,20.6,26.4,0.1
2022,9,12,월,맑음,23.8,20.3,27.5,0.0
2022,9,13,화,맑음,24.3,21.8,26.4,0.0
2022,9,14,수,맑음,24.6,22.7,27.9,0.0
2022,9,15,목,약한눈비,25.2,22.0,28.3,0.1
2022,9,16,금,약한눈비,25.7,23.4,29.9,14.6
2022,9,17,토,약한눈비,25.6,23.3,29.4,4.3
2022,9,18,일,맑음,27.1,23.0,32.5,0.0
2022,9,19,월,맑음,24.6,19.5,29.6,0.0
2022,9,20,화,맑음,19.9,16.1,24.6,0.0
2022,9,21,수,맑음,19.4,13.0,25.6,0.0
2022,9,22,목,맑음,19.8,14.2,24.7,0.0
2022,9,23,금,약한눈비,17.5,14.7,22.2,3.3
2022,9,24,토,맑음,18.5,12.3,24.2,0.0
2022,9,25,일,맑음,19.6,15.4,25.2,0.0
2022,9,26,월,맑음,20.0,14.8,25.4,0.0
2022,9,27,화,맑음,20.9,14.0,28.0,0.0
2022,9,28,수,맑음,20.4,16.1,26.1,0.0
2022,9,29,목,맑음,20.4,16.4,26.5,0.0
2022,9,30,금,맑음,20.7,14.8,27.7,0.0
2022,10,1,토,맑음,20.9,14.4,27.6,0.0
2022,10,2,일,약한눈비,19.4,17.2,21.6,15.8
2022,10,3,월,약한눈비,21.4,17.5,23.4,76.0
2022,10,4,화,약한눈비,17.9,14.2,23.0,11.8
2022,10,5,수,약한눈비,16.6,14.1,21.6,0.1
2022,10,6,목,맑음,15.8,12.7,19.1,0.0
2022,10,7,금,맑음,14.3,11.0,18.6,0.0
2022,10,8,토,맑음,15.8,11.1,21.6,0.0
2022,10,9,일,약한눈비,13.1,10.7,14.5,20.4
2022,10,10,월,맑음,9.9,8.2,11.9,0.0
2022,10,11,화,맑음,11.1,7.4,16.4,0.0
2022,10,12,수,맑음,13.5,6.5,20.6,0.0
2022,10,13,목,맑음,16.3,10.7,22.7,0.0
2022,10,14,금,맑음,17.1,12.4,23.0,0.0
2022,10,15,토,맑음,18.2,12.6,24.4,0.0
2022,10,16,일,맑음,16.9,15.1,20.5,0.0
2022,10,17,월,맑음,11.2,7.4,15.1,0.0
2022,10,18,화,맑음,9.4,5.0,14.2,0.0
2022,10,19,수,맑음,10.5,4.4,16.8,0.0
2022,10,20,목,맑음,12.9,6.0,19.7,0.0
2022,10,21,금,맑음,14.0,8.8,20.9,0.0
2022,10,22,토,맑음,15.1,10.5,20.8,0.0
2022,10,23,일,맑음,14.0,10.4,18.6,0.0
2022,10,24,월,맑음,10.6,7.5,14.8,0.0
2022,10,25,화,맑음,11.3,5.9,17.6,0.0
2022,10,26,수,맑음,12.9,8.0,17.8,0.0
2022,10,27,목,맑음,13.2,8.6,18.9,0.0
2022,10,28,금,맑음,13.6,8.2,20.6,0.0
2022,10,29,토,맑음,14.8,10.2,21.3,0.0
2022,10,30,일,맑음,14.9,10.4,21.3,0.0
2022,10,31,월,맑음,14.9,11.2,21.1,0.0
2022,11,1,화,맑음,13.1,9.4,17.8,0.0
2022,11,2,수,맑음,11.1,5.5,17.9,0.0
2022,11,3,목,맑음,9.3,5.6,13.4,0.0
2022,11,4,금,맑음,4.9,1.6,9.8,0.0
2022,11,5,토,맑음,6.5,0.8,13.6,0.0
2022,11,6,일,맑음,9.6,3.7,16.4,0.0
2022,11,7,월,맑음,11.4,6.1,16.6,0.0
2022,11,8,화,맑음,12.9,9.7,17.9,0.0
2022,11,9,수,맑음,11.4,6.7,16.0,0.0
2022,11,10,목,맑음,13.5,8.8,19.1,0.0
2022,11,11,금,맑음,15.6,10.9,22.1,0.0
2022,11,12,토,약한눈비,16.3,11.6,22.0,57.9
2022,11,13,일,맑음,10.3,8.7,17.3,0.0
2022,11,14,월,맑음,9.7,5.9,13.8,0.0
2022,11,15,화,약한눈비,8.1,4.0,12.3,1.6
2022,11,16,수,맑음,8.5,5.5,13.0,0.0
2022,11,17,목,맑음,10.2,5.4,16.6,0.0
2022,11,18,금,맑음,11.0,5.3,18.1,0.0
2022,11,19,토,맑음,12.9,8.7,19.2,0.0
2022,11,20,일,맑음,13.7,9.5,20.2,0.0
2022,11,21,월,맑음,11.8,9.3,16.2,0.0
2022,11,22,화,맑음,10.7,7.0,13.7,0.0
2022,11,23,수,맑음,10.8,6.8,15.2,0.0
2022,11,24,목,맑음,9.4,5.9,14.1,0.0
2022,11,25,금,약한눈비,12.3,7.1,17.8,1.7
2022,11,26,토,맑음,6.7,1.0,12.9,0.0
2022,11,27,일,맑음,5.4,-1.1,11.5,0.0
2022,11,28,월,약한눈비,12.3,7.5,15.0,19.5
2022,11,29,화,약한눈비,6.9,-1.6,15.0,3.8
2022,11,30,수,맑음,-5.4,-8.1,-1.6,0.0
2022,12,1,목,맑음,-5.4,-9.4,-1.2,0.0
2022,12,2,금,맑음,-2.5,-7.6,3.0,0.0
2022,12,3,토,약한눈비,2.1,-0.3,7.0,1.1
2022,12,4,일,맑음,-3.5,-5.2,-0.2,0.0
2022,12,5,월,맑음,-3.1,-7.0,1.9,0.0
2022,12,6,화,약한눈비,0.9,-3.9,5.3,0.1
2022,12,7,수,약한눈비,4.9,1.2,9.0,0.1
2022,12,8,목,맑음,3.7,0.1,9.1,0.0
2022,12,9,금,맑음,4.5,0.9,10.2,0.0
2022,12,10,토,맑음,2.6,-0.6,6.7,0.0
2022,12,11,일,맑음,1.6,-1.5,6.8,0.0
2022,12,12,월,약한눈비,2.0,-2.0,6.3,5.4
2022,12,13,화,약한눈비,0.0,-6.4,3.1,0.6
2022,12,14,수,맑음,-8.4,-11.0,-4.9,0.0
2022,12,15,목,약한눈비,-4.5,-8.5,-1.3,2.4
2022,12,16,금,맑음,-6.3,-9.6,-2.2,0.0
2022,12,17,토,약한눈비,-7.0,-9.8,-3.2,0.2
2022,12,18,일,폭염/한파,-9.5,-12.4,-5.6,0.0
2022,12,19,월,폭염/한파,-7.0,-12.0,-2.5,0.0
2022,12,20,화,맑음,-3.2,-9.5,2.9,0.0
2022,12,21,수,약한눈비,-0.1,-2.6,2.6,3.6
2022,12,22,목,맑음,-7.8,-11.3,-2.6,0.0
2022,12,23,금,폭염/한파,-11.8,-13.7,-8.6,0.0
2022,12,24,토,폭염/한파,-8.4,-13.5,-2.0,0.0
2022,12,25,일,맑음,-5.4,-9.6,0.2,0.0
2022,12,26,월,맑음,-3.9,-7.9,1.7,0.0
2022,12,27,화,맑음,-2.6,-7.3,3.3,0.0
2022,12,28,수,약한눈비,-3.3,-6.0,0.1,0.1
2022,12,29,목,맑음,-2.9,-7.8,2.1,0.0
2022,12,30,금,맑음,-1.8,-4.4,2.3,0.0
2022,12,31,토,맑음,-1.2,-5.1,2.1,0.0
